Epi_Year,Epi_Week,Region,Cases,Data_Source,Notes
2022,49,KAB GUNUNG KIDUL,0,ewars_backfill,
2022,49,KAB KULON PROGO,8,ewars_backfill,
2022,49,KAB SLEMAN,16,ewars_backfill,
2022,49,KOTA YOGYAKARTA,3,ewars_backfill,
2022,50,KAB BANTUL,18,ewars_backfill,
2022,50,KAB GUNUNG KIDUL,2,ewars_backfill,
2022,50,KAB KULON PROGO,9,ewars_backfill,
2022,50,KAB SLEMAN,18,ewars_backfill,
2022,50,KOTA YOGYAKARTA,3,ewars_backfill,
2022,51,KAB BANTUL,18,ewars_backfill,
2022,51,KAB GUNUNG KIDUL,1,ewars_backfill,
2022,51,KAB KULON PROGO,3,ewars_backfill,
2022,51,KAB SLEMAN,12,ewars_backfill,
2022,51,KOTA YOGYAKARTA,3,ewars_backfill,
2022,52,KAB BANTUL,0,ewars_backfill,
2022,52,KAB GUNUNG KIDUL,0,ewars_backfill,
2022,52,KAB KULON PROGO,0,ewars_backfill,
2022,52,KAB SLEMAN,0,ewars_backfill,
2022,52,KOTA YOGYAKARTA,0,ewars_backfill,
2023,1,KAB BANTUL,15,ewars_backfill,
2023,1,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,1,KAB KULON PROGO,9,ewars_backfill,
2023,1,KAB SLEMAN,18,ewars_backfill,
2023,1,KOTA YOGYAKARTA,1,ewars_backfill,
2023,2,KAB BANTUL,17,ewars_backfill,
2023,2,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,2,KAB KULON PROGO,4,ewars_backfill,
2023,2,KAB SLEMAN,12,ewars_backfill,
2023,2,KOTA YOGYAKARTA,3,ewars_backfill,
2023,3,KAB BANTUL,24,ewars_backfill,
2023,3,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,3,KAB KULON PROGO,5,ewars_backfill,
2023,3,KAB SLEMAN,16,ewars_backfill,
2023,3,KOTA YOGYAKARTA,6,ewars_backfill,
2023,4,KAB BANTUL,24,ewars_backfill,
2023,4,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,4,KAB KULON PROGO,12,ewars_backfill,
2023,4,KAB SLEMAN,16,ewars_backfill,
2023,4,KOTA YOGYAKARTA,0,ewars_backfill,
2023,5,KAB BANTUL,14,ewars_backfill,
2023,5,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,5,KAB KULON PROGO,1,ewars_backfill,
2023,5,KAB SLEMAN,13,ewars_backfill,
2023,5,KOTA YOGYAKARTA,3,ewars_backfill,
2023,6,KAB BANTUL,20,ewars_backfill,
2023,6,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,6,KAB KULON PROGO,3,ewars_backfill,
2023,6,KAB SLEMAN,11,ewars_backfill,
2023,6,KOTA YOGYAKARTA,2,ewars_backfill,
2023,7,KAB BANTUL,16,ewars_backfill,
2023,7,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,7,KAB KULON PROGO,4,ewars_backfill,
2023,7,KAB SLEMAN,8,ewars_backfill,
2023,7,KOTA YOGYAKARTA,7,ewars_backfill,
2023,8,KAB BANTUL,12,ewars_backfill,
2023,8,KAB GUNUNG KIDUL,5,ewars_backfill,
2023,8,KAB KULON PROGO,4,ewars_backfill,
2023,8,KAB SLEMAN,6,ewars_backfill,
2023,8,KOTA YOGYAKARTA,1,ewars_backfill,
2023,9,KAB BANTUL,10,ewars_backfill,
2023,9,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,9,KAB KULON PROGO,3,ewars_backfill,
2023,9,KAB SLEMAN,6,ewars_backfill,
2023,9,KOTA YOGYAKARTA,1,ewars_backfill,
2023,10,KAB BANTUL,8,ewars_backfill,
2023,10,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,10,KAB KULON PROGO,7,ewars_backfill,
2023,10,KAB SLEMAN,9,ewars_backfill,
2023,10,KOTA YOGYAKARTA,2,ewars_backfill,
2023,11,KAB BANTUL,8,ewars_backfill,
2023,11,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,11,KAB KULON PROGO,4,ewars_backfill,
2023,11,KAB SLEMAN,4,ewars_backfill,
2023,11,KOTA YOGYAKARTA,1,ewars_backfill,
2023,12,KAB BANTUL,13,ewars_backfill,
2023,12,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,12,KAB KULON PROGO,9,ewars_backfill,
2023,12,KAB SLEMAN,9,ewars_backfill,
2023,12,KOTA YOGYAKARTA,1,ewars_backfill,
2023,13,KAB BANTUL,8,ewars_backfill,
2023,13,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,13,KAB KULON PROGO,6,ewars_backfill,
2023,13,KAB SLEMAN,13,ewars_backfill,
2023,13,KOTA YOGYAKARTA,2,ewars_backfill,
2023,14,KAB BANTUL,12,ewars_backfill,
2023,14,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,14,KAB KULON PROGO,1,ewars_backfill,
2023,14,KAB SLEMAN,11,ewars_backfill,
2023,14,KOTA YOGYAKARTA,0,ewars_backfill,
2023,15,KAB BANTUL,7,ewars_backfill,
2023,15,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,15,KAB KULON PROGO,0,ewars_backfill,
2023,15,KAB SLEMAN,5,ewars_backfill,
2023,15,KOTA YOGYAKARTA,3,ewars_backfill,
2023,16,KAB BANTUL,4,ewars_backfill,
2023,16,KAB GUNUNG KIDUL,5,ewars_backfill,
2023,16,KAB KULON PROGO,5,ewars_backfill,
2023,16,KAB SLEMAN,8,ewars_backfill,
2023,16,KOTA YOGYAKARTA,1,ewars_backfill,
2023,17,KAB BANTUL,6,ewars_backfill,
2023,17,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,17,KAB KULON PROGO,2,ewars_backfill,
2023,17,KAB SLEMAN,22,ewars_backfill,
2023,17,KOTA YOGYAKARTA,3,ewars_backfill,
2023,18,KAB BANTUL,8,ewars_backfill,
2023,18,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,18,KAB KULON PROGO,3,ewars_backfill,
2023,18,KAB SLEMAN,11,ewars_backfill,
2023,18,KOTA YOGYAKARTA,3,ewars_backfill,
2023,19,KAB BANTUL,5,ewars_backfill,
2023,19,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,19,KAB KULON PROGO,4,ewars_backfill,
2023,19,KAB SLEMAN,9,ewars_backfill,
2023,19,KOTA YOGYAKARTA,1,ewars_backfill,
2023,20,KAB BANTUL,7,ewars_backfill,
2023,20,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,20,KAB KULON PROGO,5,ewars_backfill,
2023,20,KAB SLEMAN,7,ewars_backfill,
2023,20,KOTA YOGYAKARTA,2,ewars_backfill,
2023,21,KAB BANTUL,7,ewars_backfill,
2023,21,KAB GUNUNG KIDUL,9,ewars_backfill,
2023,21,KAB KULON PROGO,0,ewars_backfill,
2023,21,KAB SLEMAN,10,ewars_backfill,
2023,21,KOTA YOGYAKARTA,3,ewars_backfill,
2023,22,KAB BANTUL,1,ewars_backfill,
2023,22,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,22,KAB KULON PROGO,5,ewars_backfill,
2023,22,KAB SLEMAN,5,ewars_backfill,
2023,22,KOTA YOGYAKARTA,0,ewars_backfill,
2023,23,KAB BANTUL,1,ewars_backfill,
2023,23,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,23,KAB KULON PROGO,2,ewars_backfill,
2023,23,KAB SLEMAN,6,ewars_backfill,
2023,23,KOTA YOGYAKARTA,2,ewars_backfill,
2023,24,KAB BANTUL,6,ewars_backfill,
2023,24,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,24,KAB KULON PROGO,2,ewars_backfill,
2023,24,KAB SLEMAN,9,ewars_backfill,
2023,24,KOTA YOGYAKARTA,1,ewars_backfill,
2023,25,KAB BANTUL,5,ewars_backfill,
2023,25,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,25,KAB KULON PROGO,3,ewars_backfill,
2023,25,KAB SLEMAN,6,ewars_backfill,
2023,25,KOTA YOGYAKARTA,0,ewars_backfill,
2023,26,KAB BANTUL,1,ewars_backfill,
2023,26,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,26,KAB KULON PROGO,1,ewars_backfill,
2023,26,KAB SLEMAN,16,ewars_backfill,
2023,26,KOTA YOGYAKARTA,2,ewars_backfill,
2023,27,KAB BANTUL,5,ewars_backfill,
2023,27,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,27,KAB KULON PROGO,6,ewars_backfill,
2023,27,KAB SLEMAN,6,ewars_backfill,
2023,27,KOTA YOGYAKARTA,0,ewars_backfill,
2023,28,KAB BANTUL,15,ewars_backfill,
2023,28,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,28,KAB KULON PROGO,0,ewars_backfill,
2023,28,KAB SLEMAN,10,ewars_backfill,
2023,28,KOTA YOGYAKARTA,1,ewars_backfill,
2023,29,KAB BANTUL,14,ewars_backfill,
2023,29,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,29,KAB KULON PROGO,5,ewars_backfill,
2023,29,KAB SLEMAN,8,ewars_backfill,
2023,29,KOTA YOGYAKARTA,0,ewars_backfill,
2023,30,KAB BANTUL,12,ewars_backfill,
2023,30,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,30,KAB KULON PROGO,4,ewars_backfill,
2023,30,KAB SLEMAN,10,ewars_backfill,
2023,30,KOTA YOGYAKARTA,2,ewars_backfill,
2023,31,KAB BANTUL,8,ewars_backfill,
2023,31,KAB GUNUNG KIDUL,5,ewars_backfill,
2023,31,KAB KULON PROGO,3,ewars_backfill,
2023,31,KAB SLEMAN,5,ewars_backfill,
2023,31,KOTA YOGYAKARTA,3,ewars_backfill,
2023,32,KAB BANTUL,6,ewars_backfill,
2023,32,KAB GUNUNG KIDUL,3,ewars_backfill,
2023,32,KAB KULON PROGO,1,ewars_backfill,
2023,32,KAB SLEMAN,2,ewars_backfill,
2023,32,KOTA YOGYAKARTA,0,ewars_backfill,
2023,33,KAB BANTUL,6,ewars_backfill,
2023,33,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,33,KAB KULON PROGO,0,ewars_backfill,
2023,33,KAB SLEMAN,12,ewars_backfill,
2023,33,KOTA YOGYAKARTA,1,ewars_backfill,
2023,34,KAB BANTUL,4,ewars_backfill,
2023,34,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,34,KAB KULON PROGO,3,ewars_backfill,
2023,34,KAB SLEMAN,10,ewars_backfill,
2023,34,KOTA YOGYAKARTA,2,ewars_backfill,
2023,35,KAB BANTUL,10,ewars_backfill,
2023,35,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,35,KAB KULON PROGO,7,ewars_backfill,
2023,35,KAB SLEMAN,7,ewars_backfill,
2023,35,KOTA YOGYAKARTA,2,ewars_backfill,
2023,36,KAB BANTUL,11,ewars_backfill,
2023,36,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,36,KAB KULON PROGO,0,ewars_backfill,
2023,36,KAB SLEMAN,12,ewars_backfill,
2023,36,KOTA YOGYAKARTA,9,ewars_backfill,
2023,37,KAB BANTUL,7,ewars_backfill,
2023,37,KAB GUNUNG KIDUL,3,ewars_backfill,
2023,37,KAB KULON PROGO,7,ewars_backfill,
2023,37,KAB SLEMAN,13,ewars_backfill,
2023,37,KOTA YOGYAKARTA,1,ewars_backfill,
2023,38,KAB BANTUL,10,ewars_backfill,
2023,38,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,38,KAB KULON PROGO,1,ewars_backfill,
2023,38,KAB SLEMAN,11,ewars_backfill,
2023,38,KOTA YOGYAKARTA,2,ewars_backfill,
2023,39,KAB BANTUL,9,ewars_backfill,
2023,39,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,39,KAB KULON PROGO,2,ewars_backfill,
2023,39,KAB SLEMAN,8,ewars_backfill,
2023,39,KOTA YOGYAKARTA,4,ewars_backfill,
2023,40,KAB BANTUL,6,ewars_backfill,
2023,40,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,40,KAB KULON PROGO,4,ewars_backfill,
2023,40,KAB SLEMAN,13,ewars_backfill,
2023,40,KOTA YOGYAKARTA,1,ewars_backfill,
2023,41,KAB BANTUL,11,ewars_backfill,
2023,41,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,41,KAB KULON PROGO,3,ewars_backfill,
2023,41,KAB SLEMAN,16,ewars_backfill,
2023,41,KOTA YOGYAKARTA,3,ewars_backfill,
2023,42,KAB BANTUL,9,ewars_backfill,
2023,42,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,42,KAB KULON PROGO,4,ewars_backfill,
2023,42,KAB SLEMAN,12,ewars_backfill,
2023,42,KOTA YOGYAKARTA,3,ewars_backfill,
2023,43,KAB BANTUL,12,ewars_backfill,
2023,43,KAB GUNUNG KIDUL,3,ewars_backfill,
2023,43,KAB KULON PROGO,3,ewars_backfill,
2023,43,KAB SLEMAN,13,ewars_backfill,
2023,43,KOTA YOGYAKARTA,3,ewars_backfill,
2023,44,KAB BANTUL,8,ewars_backfill,
2023,44,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,44,KAB KULON PROGO,2,ewars_backfill,
2023,44,KAB SLEMAN,5,ewars_backfill,
2023,44,KOTA YOGYAKARTA,1,ewars_backfill,
2023,45,KAB BANTUL,12,ewars_backfill,
2023,45,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,45,KAB KULON PROGO,1,ewars_backfill,
2023,45,KAB SLEMAN,12,ewars_backfill,
2023,45,KOTA YOGYAKARTA,2,ewars_backfill,
2023,46,KAB BANTUL,16,ewars_backfill,
2023,46,KAB GUNUNG KIDUL,1,ewars_backfill,
2023,46,KAB KULON PROGO,4,ewars_backfill,
2023,46,KAB SLEMAN,14,ewars_backfill,
2023,46,KOTA YOGYAKARTA,0,ewars_backfill,
2023,47,KAB BANTUL,19,ewars_backfill,
2023,47,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,47,KAB KULON PROGO,4,ewars_backfill,
2023,47,KAB SLEMAN,17,ewars_backfill,
2023,47,KOTA YOGYAKARTA,16,ewars_backfill,
2023,48,KAB BANTUL,23,ewars_backfill,
2023,48,KAB GUNUNG KIDUL,3,ewars_backfill,
2023,48,KAB KULON PROGO,5,ewars_backfill,
2023,48,KAB SLEMAN,8,ewars_backfill,
2023,48,KOTA YOGYAKARTA,5,ewars_backfill,
2023,49,KAB BANTUL,9,ewars_backfill,
2023,49,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,49,KAB KULON PROGO,3,ewars_backfill,
2023,49,KAB SLEMAN,5,ewars_backfill,
2023,49,KOTA YOGYAKARTA,2,ewars_backfill,
2023,50,KAB BANTUL,4,ewars_backfill,
2023,50,KAB GUNUNG KIDUL,2,ewars_backfill,
2023,50,KAB KULON PROGO,7,ewars_backfill,
2023,50,KAB SLEMAN,12,ewars_backfill,
2023,50,KOTA YOGYAKARTA,3,ewars_backfill,
2023,51,KAB BANTUL,7,ewars_backfill,
2023,51,KAB GUNUNG KIDUL,4,ewars_backfill,
2023,51,KAB KULON PROGO,6,ewars_backfill,
2023,51,KAB SLEMAN,7,ewars_backfill,
2023,51,KOTA YOGYAKARTA,0,ewars_backfill,
2023,52,KAB BANTUL,0,ewars_backfill,
2023,52,KAB GUNUNG KIDUL,0,ewars_backfill,
2023,52,KAB KULON PROGO,0,ewars_backfill,
2023,52,KAB SLEMAN,0,ewars_backfill,
2023,52,KOTA YOGYAKARTA,0,ewars_backfill,
2024,1,KAB BANTUL,13,ewars_backfill,
2024,1,KAB GUNUNG KIDUL,6,ewars_backfill,
2024,1,KAB KULON PROGO,8,ewars_backfill,
2024,1,KAB SLEMAN,5,ewars_backfill,
2024,1,KOTA YOGYAKARTA,0,ewars_backfill,
2024,2,KAB BANTUL,14,ewars_backfill,
2024,2,KAB GUNUNG KIDUL,8,ewars_backfill,
2024,2,KAB KULON PROGO,7,ewars_backfill,
2024,2,KAB SLEMAN,15,ewars_backfill,
2024,2,KOTA YOGYAKARTA,0,ewars_backfill,
2024,3,KAB BANTUL,9,ewars_backfill,
2024,3,KAB GUNUNG KIDUL,20,ewars_backfill,
2024,3,KAB KULON PROGO,13,ewars_backfill,
2024,3,KAB SLEMAN,33,ewars_backfill,
2024,3,KOTA YOGYAKARTA,3,ewars_backfill,
2024,4,KAB BANTUL,13,ewars_backfill,
2024,4,KAB GUNUNG KIDUL,35,ewars_backfill,
2024,4,KAB KULON PROGO,14,ewars_backfill,
2024,4,KAB SLEMAN,36,ewars_backfill,
2024,4,KOTA YOGYAKARTA,4,ewars_backfill,
2024,5,KAB BANTUL,10,ewars_backfill,
2024,5,KAB GUNUNG KIDUL,20,ewars_backfill,
2024,5,KAB KULON PROGO,7,ewars_backfill,
2024,5,KAB SLEMAN,19,ewars_backfill,
2024,5,KOTA YOGYAKARTA,0,ewars_backfill,
2024,6,KAB BANTUL,13,ewars_backfill,
2024,6,KAB GUNUNG KIDUL,23,ewars_backfill,
2024,6,KAB KULON PROGO,16,ewars_backfill,
2024,6,KAB SLEMAN,24,ewars_backfill,
2024,6,KOTA YOGYAKARTA,1,ewars_backfill,
2024,7,KAB BANTUL,28,ewars_backfill,
2024,7,KAB GUNUNG KIDUL,55,ewars_backfill,
2024,7,KAB KULON PROGO,27,ewars_backfill,
2024,7,KAB SLEMAN,35,ewars_backfill,
2024,7,KOTA YOGYAKARTA,5,ewars_backfill,
2024,8,KAB BANTUL,22,ewars_backfill,
2024,8,KAB GUNUNG KIDUL,45,ewars_backfill,
2024,8,KAB KULON PROGO,16,ewars_backfill,
2024,8,KAB SLEMAN,36,ewars_backfill,
2024,8,KOTA YOGYAKARTA,8,ewars_backfill,
2024,9,KAB BANTUL,25,ewars_backfill,
2024,9,KAB GUNUNG KIDUL,35,ewars_backfill,
2024,9,KAB KULON PROGO,19,ewars_backfill,
2024,9,KAB SLEMAN,30,ewars_backfill,
2024,9,KOTA YOGYAKARTA,5,ewars_backfill,
2024,10,KAB BANTUL,29,ewars_backfill,
2024,10,KAB GUNUNG KIDUL,66,ewars_backfill,
2024,10,KAB KULON PROGO,22,ewars_backfill,
2024,10,KAB SLEMAN,30,ewars_backfill,
2024,10,KOTA YOGYAKARTA,3,ewars_backfill,
2024,11,KAB BANTUL,28,ewars_backfill,
2024,11,KAB GUNUNG KIDUL,59,ewars_backfill,
2024,11,KAB KULON PROGO,24,ewars_backfill,
2024,11,KAB SLEMAN,33,ewars_backfill,
2024,11,KOTA YOGYAKARTA,10,ewars_backfill,
2024,12,KAB BANTUL,25,ewars_backfill,
2024,12,KAB GUNUNG KIDUL,61,ewars_backfill,
2024,12,KAB KULON PROGO,29,ewars_backfill,
2024,12,KAB SLEMAN,34,ewars_backfill,
2024,12,KOTA YOGYAKARTA,6,ewars_backfill,
2024,13,KAB BANTUL,25,ewars_backfill,
2024,13,KAB GUNUNG KIDUL,36,ewars_backfill,
2024,13,KAB KULON PROGO,30,ewars_backfill,
2024,13,KAB SLEMAN,40,ewars_backfill,
2024,13,KOTA YOGYAKARTA,8,ewars_backfill,
2024,14,KAB BANTUL,17,ewars_backfill,
2024,14,KAB GUNUNG KIDUL,14,ewars_backfill,
2024,14,KAB KULON PROGO,30,ewars_backfill,
2024,14,KAB SLEMAN,25,ewars_backfill,
2024,14,KOTA YOGYAKARTA,5,ewars_backfill,
2024,15,KAB BANTUL,31,ewars_backfill,
2024,15,KAB GUNUNG KIDUL,42,ewars_backfill,
2024,15,KAB KULON PROGO,31,ewars_backfill,
2024,15,KAB SLEMAN,56,ewars_backfill,
2024,15,KOTA YOGYAKARTA,12,ewars_backfill,
2024,16,KAB BANTUL,31,ewars_backfill,
2024,16,KAB GUNUNG KIDUL,36,ewars_backfill,
2024,16,KAB KULON PROGO,37,ewars_backfill,
2024,16,KAB SLEMAN,61,ewars_backfill,
2024,16,KOTA YOGYAKARTA,6,ewars_backfill,
2024,17,KAB BANTUL,21,ewars_backfill,
2024,17,KAB GUNUNG KIDUL,29,ewars_backfill,
2024,17,KAB KULON PROGO,32,ewars_backfill,
2024,17,KAB SLEMAN,77,ewars_backfill,
2024,17,KOTA YOGYAKARTA,11,ewars_backfill,
2024,18,KAB BANTUL,35,ewars_backfill,
2024,18,KAB GUNUNG KIDUL,37,ewars_backfill,
2024,18,KAB KULON PROGO,30,ewars_backfill,
2024,18,KAB SLEMAN,44,ewars_backfill,
2024,18,KOTA YOGYAKARTA,3,ewars_backfill,
2024,19,KAB BANTUL,39,ewars_backfill,
2024,19,KAB GUNUNG KIDUL,24,ewars_backfill,
2024,19,KAB KULON PROGO,52,ewars_backfill,
2024,19,KAB SLEMAN,70,ewars_backfill,
2024,19,KOTA YOGYAKARTA,4,ewars_backfill,
2024,20,KAB BANTUL,26,ewars_backfill,
2024,20,KAB GUNUNG KIDUL,48,ewars_backfill,
2024,20,KAB KULON PROGO,43,ewars_backfill,
2024,20,KAB SLEMAN,67,ewars_backfill,
2024,20,KOTA YOGYAKARTA,2,ewars_backfill,
2024,21,KAB BANTUL,23,ewars_backfill,
2024,21,KAB GUNUNG KIDUL,55,ewars_backfill,
2024,21,KAB KULON PROGO,60,ewars_backfill,
2024,21,KAB SLEMAN,69,ewars_backfill,
2024,21,KOTA YOGYAKARTA,1,ewars_backfill,
2024,22,KAB BANTUL,28,ewars_backfill,
2024,22,KAB GUNUNG KIDUL,36,ewars_backfill,
2024,22,KAB KULON PROGO,68,ewars_backfill,
2024,22,KAB SLEMAN,53,ewars_backfill,
2024,22,KOTA YOGYAKARTA,3,ewars_backfill,
2024,23,KAB BANTUL,18,ewars_backfill,
2024,23,KAB GUNUNG KIDUL,47,ewars_backfill,
2024,23,KAB KULON PROGO,60,ewars_backfill,
2024,23,KAB SLEMAN,47,ewars_backfill,
2024,23,KOTA YOGYAKARTA,5,ewars_backfill,
2024,24,KAB BANTUL,26,ewars_backfill,
2024,24,KAB GUNUNG KIDUL,35,ewars_backfill,
2024,24,KAB KULON PROGO,46,ewars_backfill,
2024,24,KAB SLEMAN,35,ewars_backfill,
2024,24,KOTA YOGYAKARTA,5,ewars_backfill,
2024,25,KAB BANTUL,38,ewars_backfill,
2024,25,KAB GUNUNG KIDUL,45,ewars_backfill,
2024,25,KAB KULON PROGO,60,ewars_backfill,
2024,25,KAB SLEMAN,45,ewars_backfill,
2024,25,KOTA YOGYAKARTA,11,ewars_backfill,
2024,26,KAB BANTUL,22,ewars_backfill,
2024,26,KAB GUNUNG KIDUL,30,ewars_backfill,
2024,26,KAB KULON PROGO,56,ewars_backfill,
2024,26,KAB SLEMAN,50,ewars_backfill,
2024,26,KOTA YOGYAKARTA,4,ewars_backfill,
2024,27,KAB BANTUL,27,ewars_backfill,
2024,27,KAB GUNUNG KIDUL,28,ewars_backfill,
2024,27,KAB KULON PROGO,45,ewars_backfill,
2024,27,KAB SLEMAN,45,ewars_backfill,
2024,27,KOTA YOGYAKARTA,4,ewars_backfill,
2024,28,KAB BANTUL,13,ewars_backfill,
2024,28,KAB GUNUNG KIDUL,39,ewars_backfill,
2024,28,KAB KULON PROGO,37,ewars_backfill,
2024,28,KAB SLEMAN,43,ewars_backfill,
2024,28,KOTA YOGYAKARTA,6,ewars_backfill,
2024,29,KAB BANTUL,22,ewars_backfill,
2024,29,KAB GUNUNG KIDUL,50,ewars_backfill,
2024,29,KAB KULON PROGO,35,ewars_backfill,
2024,29,KAB SLEMAN,43,ewars_backfill,
2024,29,KOTA YOGYAKARTA,5,ewars_backfill,
2024,30,KAB BANTUL,16,ewars_backfill,
2024,30,KAB GUNUNG KIDUL,25,ewars_backfill,
2024,30,KAB KULON PROGO,31,ewars_backfill,
2024,30,KAB SLEMAN,39,ewars_backfill,
2024,30,KOTA YOGYAKARTA,5,ewars_backfill,
2024,31,KAB BANTUL,21,ewars_backfill,
2024,31,KAB GUNUNG KIDUL,16,ewars_backfill,
2024,31,KAB KULON PROGO,33,ewars_backfill,
2024,31,KAB SLEMAN,42,ewars_backfill,
2024,31,KOTA YOGYAKARTA,1,ewars_backfill,
2024,32,KAB BANTUL,23,ewars_backfill,
2024,32,KAB GUNUNG KIDUL,14,ewars_backfill,
2024,32,KAB KULON PROGO,26,ewars_backfill,
2024,32,KAB SLEMAN,27,ewars_backfill,
2024,32,KOTA YOGYAKARTA,3,ewars_backfill,
2024,33,KAB BANTUL,13,ewars_backfill,
2024,33,KAB GUNUNG KIDUL,17,ewars_backfill,
2024,33,KAB KULON PROGO,26,ewars_backfill,
2024,33,KAB SLEMAN,20,ewars_backfill,
2024,33,KOTA YOGYAKARTA,7,ewars_backfill,
2024,34,KAB BANTUL,22,ewars_backfill,
2024,34,KAB GUNUNG KIDUL,18,ewars_backfill,
2024,34,KAB KULON PROGO,28,ewars_backfill,
2024,34,KAB SLEMAN,21,ewars_backfill,
2024,34,KOTA YOGYAKARTA,2,ewars_backfill,
2024,35,KAB BANTUL,27,ewars_backfill,
2024,35,KAB GUNUNG KIDUL,15,ewars_backfill,
2024,35,KAB KULON PROGO,28,ewars_backfill,
2024,35,KAB SLEMAN,22,ewars_backfill,
2024,35,KOTA YOGYAKARTA,5,ewars_backfill,
2024,36,KAB BANTUL,18,ewars_backfill,
2024,36,KAB GUNUNG KIDUL,9,ewars_backfill,
2024,36,KAB KULON PROGO,27,ewars_backfill,
2024,36,KAB SLEMAN,20,ewars_backfill,
2024,36,KOTA YOGYAKARTA,2,ewars_backfill,
2024,37,KAB BANTUL,22,ewars_backfill,
2024,37,KAB GUNUNG KIDUL,12,ewars_backfill,
2024,37,KAB KULON PROGO,29,ewars_backfill,
2024,37,KAB SLEMAN,16,ewars_backfill,
2024,37,KOTA YOGYAKARTA,3,ewars_backfill,
2024,38,KAB BANTUL,22,ewars_backfill,
2024,38,KAB GUNUNG KIDUL,6,ewars_backfill,
2024,38,KAB KULON PROGO,45,ewars_backfill,
2024,38,KAB SLEMAN,22,ewars_backfill,
2024,38,KOTA YOGYAKARTA,4,ewars_backfill,
2024,39,KAB BANTUL,18,ewars_backfill,
2024,39,KAB GUNUNG KIDUL,6,ewars_backfill,
2024,39,KAB KULON PROGO,39,ewars_backfill,
2024,39,KAB SLEMAN,17,ewars_backfill,
2024,39,KOTA YOGYAKARTA,5,ewars_backfill,
2024,40,KAB BANTUL,32,ewars_backfill,
2024,40,KAB GUNUNG KIDUL,13,ewars_backfill,
2024,40,KAB KULON PROGO,36,ewars_backfill,
2024,40,KAB SLEMAN,35,ewars_backfill,
2024,40,KOTA YOGYAKARTA,5,ewars_backfill,
2024,41,KAB BANTUL,27,ewars_backfill,
2024,41,KAB GUNUNG KIDUL,16,ewars_backfill,
2024,41,KAB KULON PROGO,39,ewars_backfill,
2024,41,KAB SLEMAN,19,ewars_backfill,
2024,41,KOTA YOGYAKARTA,1,ewars_backfill,
2024,42,KAB BANTUL,29,ewars_backfill,
2024,42,KAB GUNUNG KIDUL,13,ewars_backfill,
2024,42,KAB KULON PROGO,38,ewars_backfill,
2024,42,KAB SLEMAN,18,ewars_backfill,
2024,42,KOTA YOGYAKARTA,3,ewars_backfill,
2024,43,KAB BANTUL,30,ewars_backfill,
2024,43,KAB GUNUNG KIDUL,8,ewars_backfill,
2024,43,KAB KULON PROGO,48,ewars_backfill,
2024,43,KAB SLEMAN,28,ewars_backfill,
2024,43,KOTA YOGYAKARTA,4,ewars_backfill,
2024,44,KAB BANTUL,38,ewars_backfill,
2024,44,KAB GUNUNG KIDUL,22,ewars_backfill,
2024,44,KAB KULON PROGO,42,ewars_backfill,
2024,44,KAB SLEMAN,55,ewars_backfill,
2024,44,KOTA YOGYAKARTA,6,ewars_backfill,
2024,45,KAB BANTUL,39,ewars_backfill,
2024,45,KAB GUNUNG KIDUL,28,ewars_backfill,
2024,45,KAB KULON PROGO,39,ewars_backfill,
